instruction,input,output
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",gar tujhko hai yaqin-e-ijabat dua na mang,gar tujh ko hai yaqīn-e-ijābat duā na maañg ya.anī baġhair-e-yak-dil-e-be-mudda.ā na maañg aatā hai dāġh-e-hasrat-e-dil kā shumār yaad mujh se mire gunah kā hisāb ai ḳhudā na maañg ai aarzū shahīd-e-vafā ḳhūñ-bahā na maañg juz bahr-e-dast-o-bāzu-e-qātil duā na maañg Interestingbarham hai bazm-e-ġhuncha ba-yak-junbish-e-nashāt kāshāna bas-ki tañg hai ġhāfil havā na maañg maiñ duur gard-e-arz-e-rusūm-e-niyāz huuñ dushman samajh vale nigah-e-āshnā na maañg yak-baḳht auj nazr-e-subuk-bārī-e-'asad' sar par vabāl-e-sāya-e-bāl-e-humā na maañg gustāḳhī-e-visāl hai mashshāta-e-niyāz ya.anī duā ba-juz ḳham-e-zulf-e-dotā na maañg iisā tilism husn taġhāful hai zīnhār juz pusht chashm nusḳha arz davā na maañg dīgar o dil ḳhūnīñ nafas gar tujh ko hai yaqin-e-ijabat dua na mang yani baghair-e-yak-dil-e-be-muddaa na mang aata hai dagh-e-hasrat-e-dil ka shumar yaad mujh se mere gunah ka hisab ai KHuda na mang ai aarzu shahid-e-wafa KHun-baha na mang juz bahr-e-dast-o-bazu-e-qatil dua na mang Interestingbarham hai bazm-e-ghuncha ba-yak-junbish-e-nashat kashana bas-ki tang hai ghafil hawa na mang main dur gard-e-arz-e-rusum-e-niyaz hun dushman samajh wale nigah-e-ashna na mang yak-baKHt auj nazr-e-subuk-bari-e-'asad' sar par wabaal-e-saya-e-baal-e-huma na mang gustaKHi-e-visal hai mashshata-e-niyaz yani dua ba-juz KHam-e-zulf-e-dota na mang isa tilism husn taghaful hai zinhaar juz pusht chashm nusKHa arz dawa na mang digar o dil KHunin nafas 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",yak-zarra-e-zamin nahin be-kar bagh ka,yak-zarra-e-zamīñ nahīñ be-kār baaġh kā yaañ jaada bhī fatīla hai laale ke daaġh kā be-mai kise hai tāqat-e-āshob-e-āgahī khīñchā hai ijz-e-hausla ne ḳhat ayāġh kā bulbul ke kārobār pe haiñ ḳhanda-hā-e-gul kahte haiñ jis ko ishq ḳhalal hai dimāġh kā taaza nahīñ hai nashsha-e-fikr-e-suḳhan mujhe tiryākī-e-qadīm huuñ dūd-e-charāġh kā sau baar band-e-ishq se āzād ham hue par kyā kareñ ki dil hī adū hai farāġh kā Interestingbe-ḳhūn-e-dil hai chashm meñ mauj-e-nigah ġhubār ye mai-kada ḳharāb hai mai ke surāġh kā bāġh-e-shagufta terā bisāt-e-nashāt-e-dil abr-e-bahār ḳhum-kada kis ke dimāġh kaa? josh-e-bahār-e-kulfat-e-nazzāra hai 'asad' hai abr pamba rauzan-e-dīvāar-e-bāġh kā Interestingyak-zarra-e-zamin nahin be-kar bagh ka yan jada bhi fatila hai lale ke dagh ka be-mai kise hai taqat-e-ashob-e-agahi khincha hai ijz-e-hausla ne KHat ayagh ka bulbul ke karobar pe hain KHanda-ha-e-gul kahte hain jis ko ishq KHalal hai dimagh ka taza nahin hai nashsha-e-fikr-e-suKHan mujhe tiryaki-e-qadim hun dud-e-charagh ka sau bar band-e-ishq se aazad hum hue par kya karen ki dil hi adu hai faragh ka Interestingbe-KHun-e-dil hai chashm mein mauj-e-nigah ghubar ye mai-kada KHarab hai mai ke suragh ka bagh-e-shagufta tera bisat-e-nashat-e-dil abr-e-bahaar KHum-kada kis ke dimagh ka? josh-e-bahaar-e-kulfat-e-nazzara hai 'asad' hai abr pamba rauzan-e-diwaar-e-bagh ka Interesting
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",aamad-e-sailab-e-tufan-e-sada-e-ab hai,āmad-e-sailāb-e-tūfān-e-sadā-e-āb hai naqsh-e-pā jo kaan meñ rakhtā hai uñglī jaada se bazm-e-mai vahshat-kada hai kis kī chashm-e-mast kā shīshe meñ nabz-e-parī pinhāñ hai mauj-e-bāda se dekhtā huuñ vahshat-e-shauq-e-ḳharosh-āmāda se fāl-e-rusvā.ī sirishk-e-sar-ba-sahrā-dāda se daam gar sabze meñ pinhāñ kījiye tā.ūs ho josh-e-nairañg-e-bahār arz-e-sahrā-dāda se ḳhema-e-lailā siyāh o ḳhāna-e-majnūñ ḳharāb josh-e-vīrānī hai ishq-e-dāġh-e-bairūñ-dāda se bazm-e-hastī vo tamāshā hai ki jis ko ham 'asad' dekhte haiñ chashm-e-az-ḳhvāb-e-adam-nakushāda se aamad-e-sailab-e-tufan-e-sada-e-ab hai naqsh-e-pa jo kan mein rakhta hai ungli jada se bazm-e-mai wahshat-kada hai kis ki chashm-e-mast ka shishe mein nabz-e-pari pinhan hai mauj-e-baada se dekhta hun wahshat-e-shauq-e-KHarosh-amada se fal-e-ruswai sirishk-e-sar-ba-sahra-dada se dam gar sabze mein pinhan kijiye taus ho josh-e-nairang-e-bahaar arz-e-sahra-dada se KHema-e-laila siyah o KHana-e-majnun KHarab josh-e-virani hai ishq-e-dagh-e-bairun-dada se bazm-e-hasti wo tamasha hai ki jis ko hum 'asad' dekhte hain chashm-e-az-KHwab-e-adam-nakushada se 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",afsos ki dandan ka kiya rizq falak ne,afsos ki dandāñ kā kiyā rizq falak ne jin logoñ kī thī dar-ḳhur-e-aqd-e-guhar añgusht kaafī hai nishānī tirā chhalle kā na denā ḳhālī mujhe dikhlā ke ba-vaqt-e-safar añgusht likhtā huuñ 'asad' sozish-e-dil se suḳhan-e-garm tā rakh na sake koī mire harf par añgusht afsos ki dandan ka kiya rizq falak ne jin logon ki thi dar-KHur-e-aqd-e-guhar angusht kafi hai nishani tera chhalle ka na dena KHali mujhe dikhla ke ba-waqt-e-safar angusht likhta hun 'asad' sozish-e-dil se suKHan-e-garm ta rakh na sake koi mere harf par angusht 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",ug raha hai dar-o-diwar se sabza ghaalib,ug rahā hai dar-o-dīvār se sabza 'ġhālib' ham bayābāñ meñ haiñ aur ghar meñ bahār aa.ī hai ug raha hai dar-o-diwar se sabza 'ghaalib' hum bayaban mein hain aur ghar mein bahaar aai hai 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",dil mera soz-e-nihan se be-muhaba jal gaya,dil mirā soz-e-nihāñ se be-muhābā jal gayā ātish-e-ḳhāmosh kī mānind goyā jal gayā dil meñ zauq-e-vasl o yād-e-yār tak baaqī nahīñ aag is ghar meñ lagī aisī ki jo thā jal gayā Interestingmaiñ adam se bhī pare huuñ varna ġhāfil bār-hā merī āh-e-ātishīñ se bāl-e-anqā jal gayā arz kiije jauhar-e-andesha kī garmī kahāñ kuchh ḳhayāl aayā thā vahshat kā ki sahrā jal gayā dil nahīñ tujh ko dikhātā varna dāġhoñ kī bahār is charāġhāñ kā karūñ kyā kār-farmā jal gayā maiñ huuñ aur afsurdagī kī aarzū 'ġhālib' ki dil dekh kar tarz-e-tapāk-e-ahl-e-duniyā jal gayā ḳhānmān-e-āshiqāñ dūkān-e-ātish-bāz hai sho.ala-rū jab ho ga.e garm-e-tamāshā jal gayā tā kujā afsos-e-garmī-hā-e-sohbat ai ḳhayāl dil ba-soz-e-ātish-e-dāġh-e-tamannā jal gayā hai 'asad' begāna-e-afsurdagī ai bekasī dil z-andāz-e-tapāk-e-ahl-e-duniyā jal gayā duud merā sumbulistāñ se kare hai ham-sarī bas-ki shauq-e-ātish-e-gul se sarāpā jal gayā sham.a-rūyāñ kī sar-añgusht-e-hinā.ī dekh kar ġhuncha-e-gul par-fishāñ parvāna-āsā jal gayā dil mera soz-e-nihan se be-muhaba jal gaya aatish-e-KHamosh ki manind goya jal gaya dil mein zauq-e-wasl o yaad-e-yar tak baqi nahin aag is ghar mein lagi aisi ki jo tha jal gaya Interestingmain adam se bhi pare hun warna ghafil bar-ha meri aah-e-atishin se baal-e-anqa jal gaya arz kije jauhar-e-andesha ki garmi kahan kuchh KHayal aaya tha wahshat ka ki sahra jal gaya dil nahin tujh ko dikhata warna daghon ki bahaar is charaghan ka karun kya kar-farma jal gaya main hun aur afsurdagi ki aarzu 'ghaalib' ki dil dekh kar tarz-e-tapak-e-ahl-e-duniya jal gaya KHanman-e-ashiqan dukan-e-atish-baz hai shoala-ru jab ho gae garm-e-tamasha jal gaya ta kuja afsos-e-garmi-ha-e-sohbat ai KHayal dil ba-soz-e-atish-e-dagh-e-tamanna jal gaya hai 'asad' begana-e-afsurdagi ai bekasi dil z-andaz-e-tapak-e-ahl-e-duniya jal gaya dud mera sumbulistan se kare hai ham-sari bas-ki shauq-e-atish-e-gul se sarapa jal gaya shama-ruyan ki sar-angusht-e-hinai dekh kar ghuncha-e-gul par-fishan parwana-asa jal gaya 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",aamad-e-KHat se hua hai sard jo bazar-e-dost,āmad-e-ḳhat se huā hai sard jo bāzār-e-dost dūd-e-sham'-e-kushta thā shāyad ḳhat-e-ruḳhsār-e-dost ai dil-e-nā-āqibat-andesh zabt-e-shauq kar kaun lā saktā hai tāb-e-jalva-e-dīdār-e-dost Interestingḳhāna-vīrāñ-sāzī-e-hairat tamāshā kījiye sūrat-e-naqsh-e-qadam huuñ rafta-e-raftār-e-dost ishq meñ bedād-e-rashk-e-ġhair ne maarā mujhe kushta-e-dushman huuñ āḳhir garche thā bīmār-e-dost chashm-e-mā raushan ki us bedard kā dil shaad hai dīda-e-pur-ḳhūñ hamārā sāġhar-e-sarshār-e-dost ġhair yuuñ kartā hai merī pursish us ke hijr meñ be-takalluf dost ho jaise koī ġham-ḳhvār-e-dost taaki maiñ jānūñ ki hai us kī rasā.ī vaañ talak mujh ko detā hai payām-e-vāda-e-dīdār-e-dost jab ki maiñ kartā huuñ apnā shikva-e-zof-e-dimāġh sar kare hai vo hadīs-e-zulf-e-ambar-bār-e-dost chupke chupke mujh ko rote dekh paatā hai agar hañs ke kartā hai bayān-e-shoḳhī-e-guftār-e-dost mehrbānī-hā-e-dushman kī shikāyat kījiye tā bayāñ kiije sipās-e-lazzat-e-āzār-e-dost ye ġhazal apnī mujhe jī se pasand aatī hai aap hai radīf-e-sher meñ 'ġhālib' zi-bas takrār-e-dost chashm-e-band-e-ḳhalq juz timsāl-e-ḳhud-bīnī nahīñ aa.ina hai qālib-e-ḳhisht-e-dar-o-dīvār-e-dost barq-e-ḳhirman-zār gauhar hai nigāh-e-tez yaañ ashk ho jaate haiñ ḳhushk az-garmī-e-raftār-e-dost hai savā neze pe us ke qāmat-e-nau-ḳhez se āftāb-e-sub.h-e-mahshar hai gul-e-dastār-e-dost ai adū-e-maslahat chand ba-zabt afsurda rah kardanī hai jam.a tāb-e-shoḳhī-e-dīdār-e-dost laġhzish-e-mastāna o josh-e-tamāshā hai 'asad' ātish-e-mai se bahār-e-garmī-e-bāzār-e-dost aamad-e-KHat se hua hai sard jo bazar-e-dost dud-e-sham'-e-kushta tha shayad KHat-e-ruKHsar-e-dost ai dil-e-na-aqibat-andesh zabt-e-shauq kar kaun la sakta hai tab-e-jalwa-e-didar-e-dost InterestingKHana-viran-sazi-e-hairat tamasha kijiye surat-e-naqsh-e-qadam hun rafta-e-raftar-e-dost ishq mein bedad-e-rashk-e-ghair ne mara mujhe kushta-e-dushman hun aaKHir garche tha bimar-e-dost chashm-e-ma raushan ki us bedard ka dil shad hai dida-e-pur-KHun hamara saghar-e-sarshaar-e-dost ghair yun karta hai meri pursish us ke hijr mein be-takalluf dost ho jaise koi gham-KHwar-e-dost taki main jaanun ki hai us ki rasai wan talak mujh ko deta hai payam-e-wada-e-didar-e-dost jab ki main karta hun apna shikwa-e-zof-e-dimagh sar kare hai wo hadis-e-zulf-e-ambar-bar-e-dost chupke chupke mujh ko rote dekh pata hai agar hans ke karta hai bayan-e-shoKHi-e-guftar-e-dost mehrbani-ha-e-dushman ki shikayat kijiye ta bayan kije sipas-e-lazzat-e-azar-e-dost ye ghazal apni mujhe ji se pasand aati hai aap hai radif-e-sher mein 'ghaalib' zi-bas takrar-e-dost chashm-e-band-e-KHalq juz timsal-e-KHud-bini nahin aaina hai qalib-e-KHisht-e-dar-o-diwar-e-dost barq-e-KHirman-zar gauhar hai nigah-e-tez yan ashk ho jate hain KHushk az-garmi-e-raftar-e-dost hai sawa neze pe us ke qamat-e-nau-KHez se aaftab-e-subh-e-mahshar hai gul-e-dastar-e-dost ai adu-e-maslahat chand ba-zabt afsurda rah kardani hai jama tab-e-shoKHi-e-didar-e-dost laghzish-e-mastana o josh-e-tamasha hai 'asad' aatish-e-mai se bahaar-e-garmi-e-bazar-e-dost 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",jahan tera naqsh-e-qadam dekhte hain,jahāñ terā naqsh-e-qadam dekhte haiñ ḳhayābāñ ḳhayābāñ iram dekhte haiñ dil-āshuftagāñ ḳhāl-e-kunj-e-dahan ke suvaidā meñ sair-e-adam dekhte haiñ tire sarv-qāmat se ik qadd-e-ādam qayāmat ke fitne ko kam dekhte haiñ tamāshā ki ai mahv-e-ā.īna-dārī tujhe kis tamannā se ham dekhte haiñ surāġh-e-taf-e-nāla le dāġh-e-dil se ki shab-rau kā naqsh-e-qadam dekhte haiñ banā kar faqīroñ kā ham bhes 'ġhālib' tamāshā-e-ahl-e-karam dekhte haiñ kisū ko za-ḳhud rasta kam dekhte haiñ ki aahū ko pāband-e-ram dekhte haiñ ḳhat-e-laḳht-e-dil yak-qalam dekhte haiñ mizha ko javāhar raqam dekhte haiñ jahan tera naqsh-e-qadam dekhte hain KHayaban KHayaban iram dekhte hain dil-ashuftagan KHal-e-kunj-e-dahan ke suwaida mein sair-e-adam dekhte hain tere sarw-qamat se ek qadd-e-adam qayamat ke fitne ko kam dekhte hain tamasha ki ai mahw-e-aina-dari tujhe kis tamanna se hum dekhte hain suragh-e-taf-e-nala le dagh-e-dil se ki shab-rau ka naqsh-e-qadam dekhte hain bana kar faqiron ka hum bhes 'ghaalib' tamasha-e-ahl-e-karam dekhte hain kisu ko za-KHud rasta kam dekhte hain ki aahu ko paband-e-ram dekhte hain KHat-e-laKHt-e-dil yak-qalam dekhte hain mizha ko jawahar raqam dekhte hain 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",arz-e-niyaz-e-ishq ke qabil nahin raha,arz-e-niyāz-e-ishq ke qābil nahīñ rahā jis dil pe naaz thā mujhe vo dil nahīñ rahā jaatā huuñ dāġh-e-hasrat-e-hastī liye hue huuñ sham-e-kushta dar-ḳhur-e-mahfil nahīñ rahā marne kī ai dil aur hī tadbīr kar ki maiñ shāyān-e-dast-o-bāzū-e-qātil nahīñ rahā bar-rū-e-shash-jahat dar-e-ā.īna baaz hai yaañ imtiyāz-e-nāqis-o-kāmil nahīñ rahā vā kar diye haiñ shauq ne band-e-naqāb-e-husn ġhair-az-nigāh ab koī haa.il nahīñ rahā go maiñ rahā rahīn-e-sitam-hā-e-rozgār lekin tire ḳhayāl se ġhāfil nahīñ rahā dil se havā-e-kisht-e-vafā miT ga.ī ki vaañ hāsil sivā.e hasrat-e-hāsil nahīñ rahā bedād-e-ishq se nahīñ Dartā magar 'asad' jis dil pe naaz thā mujhe vo dil nahīñ rahā har-chand maiñ huuñ tūti-e-shīrīñ-suḳhan vale ā.īna aah mere muqābil nahīñ rahā jāñ-dād-gāñ kā hausla fursat-gudāz hai yaañ arsa-e-tapīdan-e-bismil nahīñ rahā huuñ qatra-zan ba-vādī-e-hasrat shabāna roz juz tār-e-ashk jāda-e-manzil nahīñ rahā ai aah merī ḳhātir-e-vābasta ke sivā duniyā meñ koī uqda-e-mushkil nahīñ rahā andāz-e-nāla yaad haiñ sab mujh ko par 'asad' jis dil pe naaz thā mujhe vo dil nahīñ rahā arz-e-niyaz-e-ishq ke qabil nahin raha jis dil pe naz tha mujhe wo dil nahin raha jata hun dagh-e-hasrat-e-hasti liye hue hun sham-e-kushta dar-KHur-e-mahfil nahin raha marne ki ai dil aur hi tadbir kar ki main shayan-e-dast-o-bazu-e-qatil nahin raha bar-ru-e-shash-jahat dar-e-aina baz hai yan imtiyaz-e-naqis-o-kaamil nahin raha wa kar diye hain shauq ne band-e-naqab-e-husn ghair-az-nigah ab koi hail nahin raha go main raha rahin-e-sitam-ha-e-rozgar lekin tere KHayal se ghafil nahin raha dil se hawa-e-kisht-e-wafa miT gai ki wan hasil siwae hasrat-e-hasil nahin raha bedad-e-ishq se nahin Darta magar 'asad' jis dil pe naz tha mujhe wo dil nahin raha har-chand main hun tuti-e-shirin-suKHan wale aaina aah mere muqabil nahin raha jaan-dad-gan ka hausla fursat-gudaz hai yan arsa-e-tapidan-e-bismil nahin raha hun qatra-zan ba-wadi-e-hasrat shabana roz juz tar-e-ashk jada-e-manzil nahin raha ai aah meri KHatir-e-wabasta ke siwa duniya mein koi uqda-e-mushkil nahin raha andaz-e-nala yaad hain sab mujh ko par 'asad' jis dil pe naz tha mujhe wo dil nahin raha 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",naqsh fariyaadi hai kis ki shoKHi-e-tahrir ka,naqsh fariyādī hai kis kī shoḳhi-e-tahrīr kā kāġhzī hai pairahan har paikar-e-tasvīr kā Interestingkaav kāv-e-saḳht-jānī hā.e-tanhā.ī na pūchh sub.h karnā shaam kā laanā hai jū-e-shīr kā jazba-e-be-iḳhtiyār-e-shauq dekhā chāhiye sīna-e-shamshīr se bāhar hai dam shamshīr kā āgahī dām-e-shunīdan jis qadar chāhe bichhā.e mudda.ā anqā hai apne ālam-e-taqrīr kā bas-ki huuñ 'ġhālib' asīrī meñ bhī ātish zer-e-pā mū-e-ātish diida hai halqa mirī zanjīr kā ātishīñ-pā huuñ gudāz-e-vahshat-e-zindāñ na pūchh mū-e-ātish diida hai har halqa yaañ zanjīr kā shoḳhī-e-nairañg said-e-vahshat-e-tā.ūs hai dām-e-sabza meñ hai parvāz-e-chaman tasḳhīr kā lazzat-e-ījād-e-nāz afsūn-e-arz-e-zauq-e-qatl na.al ātish meñ hai teġh-e-yār se naḳhchīr kā ḳhisht pusht-e-dast-e-ijz o qālib āġhosh-e-vidā.a pur huā hai sail se paimāna kis ta.amīr kā vahshat-e-ḳhvāb-e-adam shor-e-tamāshā hai 'asad' jo maza jauhar nahīñ ā.īna-e-ta.abīr kā naqsh fariyaadi hai kis ki shoKHi-e-tahrir ka kaghzi hai pairahan har paikar-e-taswir ka Interestingkaw kaw-e-saKHt-jaani hae-tanhai na puchh subh karna sham ka lana hai ju-e-shir ka jazba-e-be-iKHtiyar-e-shauq dekha chahiye sina-e-shamshir se bahar hai dam shamshir ka aagahi dam-e-shunidan jis qadar chahe bichhae muddaa anqa hai apne aalam-e-taqrir ka bas-ki hun 'ghaalib' asiri mein bhi aatish zer-e-pa mu-e-atish dida hai halqa meri zanjir ka aatishin-pa hun gudaz-e-wahshat-e-zindan na puchh mu-e-atish dida hai har halqa yan zanjir ka shoKHi-e-nairang said-e-wahshat-e-taus hai dam-e-sabza mein hai parwaz-e-chaman tasKHir ka lazzat-e-ijad-e-naz afsun-e-arz-e-zauq-e-qatl nal aatish mein hai tegh-e-yar se naKHchir ka KHisht pusht-e-dast-e-ijz o qalib aaghosh-e-widaa pur hua hai sail se paimana kis tamir ka wahshat-e-KHwab-e-adam shor-e-tamasha hai 'asad' jo maza jauhar nahin aaina-e-tabir ka 
